name,formatted_address,place_id,rating,user_ratings_total,types,latitude,longitude
express by PARKnSHOP,"Chek Lap Kok, Scenic Rd, 8號地面上層H-I室 Units H & I, 1/F, Cathay Pacific Headquarter Bdg, Cathay Pacific City Cathay Pacific City, 香港國際機場",ChIJBWcewr7iAzQRtFniX2gwnjI,4.9,8,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2982149,113.9341451
Wellcome - Yat Tung Superstore,"Shop No 110, 1/F Eaton Shopping Centre, Yat Tung Estate, Tung Chung",ChIJibJ9J6HiAzQR6f60A8w4neE,3.6,214,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2813936,113.9347961
Market Place,Tung Chung,ChIJc_HM8LTiAzQR2y2gEnZ7rec,4.1,85,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2949658,113.951054
Wellcome,"Ying Tung Rd, Tung Chung",ChIJY0vZg8_jAzQRdi4RNFDW0Io,3.8,31,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.296,113.9534569
Wellcome Supermarket,"Government Offices, Mui Wo, 2 Ngan Kwong Wan Rd, Lantau Island",ChIJeQk2SitWATQRkLuiM6FNDSM,3.9,140,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2640112,114.0015092
Wellcome - Ying Tung,Tung Chung,ChIJqVhNLz_jAzQRHwriHFhegOs,4.5,4,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2957596,113.953022
Fusion (大嶼山梅窩),"Lantau Island, 大嶼山梅窩碼頭路12號梅窩大廈地下及1樓 G/F, Mui Wo Bldg, 12, Mui Wo Ferry Pier Rd, Mui Wo",ChIJibcJttRXATQRj7Vs4jOnIMY,3.7,131,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2641581,114.000715
Market Place by Jasons (Fu Tung Plaza),"107, 1/F Fu Tung Plaza, Fu Tung St, Tung Chung",ChIJ39F8_a_iAzQR6jB2nc8LWSM,3.5,58,"['supermarket', 'department_store', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2887074,113.9422483
Market Place by Jasons,"Commercial Complex of Coastal Skyline, 12, Tung Chung Waterfront Rd, Tung Chung",ChIJDYdYlLDiAzQRFrfZ3HPvRO4,4.0,106,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2922157,113.9442552
Fusion Click & Collect (東涌映灣薈),"大嶼山東涌健東路1號映灣薈1樓22-23號鋪 Shop 22-23, 1/F, Caribbean Bazaar, 1 Kin Tung Road Tung Chung, Lantau Island",ChIJIaKwAeXjAzQRKGsVmC0JO4s,3.8,288,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2915096,113.9484888
U Select,"Tung Chung, 滿東邨滿樂坊地下G08號舖",ChIJ59xDpiVZATQRyolhnJJrt50,3.4,50,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2777072,113.9334709
貝田園士多,Lantau Island,ChIJ5ytzLZZXATQR0q6_qevwNMk,3.5,4,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2416295,113.9767851
TASTE Click & Collect (東涌東薈城),"Lantau Island, 大嶼山東涌達東路20號東薈城B1-B10號鋪 B1-B10, Citygate, 20 Tat Tung Rd, Tung Chung",ChIJ1dQ6sLriAzQRJH_2gsz7xVY,4.0,1160,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2896486,113.9405428
優品360,"Yat Tung Estate, HK New Territories Lantau Island 東涌 新界大嶼山東涌逸東商場地下20號舖",ChIJ3d5cIpDjAzQRcwjFYLrwOmw,2.0,4,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2810924,113.9351372
優品360,大嶼山東涌東涌富東邨富東廣場一樓105號舖,ChIJQ027zI_jAzQRmngyw1jQ7HY,3.0,14,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2886301,113.9421882
大昌食品專門店,"逸東街8號 逸東村 逸東商場 地下 22號舖 Tung Chung, Lantau Island",ChIJs_DHJqHiAzQRM4P3vC7ylPc,3.2,5,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.282131,113.936648
Fusion Click & Collect (東涌東環),"香港大嶼山東涌迎康街6號東環地下G07-09號舖 Shop G07-09 on Ground Floor, Century Link, 6 Ying Hong Street Tung Chung, Lantau Island",ChIJQT0zPrTiAzQRUWkwqX-5Yds,3.9,107,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.294855,113.9489933
"Shenzhen huiruipu Industrial Equipment Co., Ltd.","Lantau Island, 中心楼418室",ChIJTd1nGu9ZATQRT2o9mG99AnA,0.0,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2355825,113.9488398
Market Place,"Shop G11, 92 Siena Avenue, DB North Plaza Discovery Bay, Lantau Island",ChIJ7Y_lBrP9AzQRs6Y4pfFrrzk,4.0,121,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3081051,114.0166047
Ying Tung Market,"YT4-6 yiny tung shopping arcade, Tung Chung",ChIJZYmdwD7jAzQR_vLT2NF0PeQ,3.5,157,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2964779,113.9532189
PARKnSHOP (長洲東灣路),"地下 G/F, Eastern Commercial Plaza, 80號 Tung Wan Rd, Cheung Chau",ChIJASeQW4lXATQRbSBZBJFI9Bo,4.0,21,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2085247,114.0295422
PARKnSHOP (長洲海傍街),"長洲海傍街97A-99號地下 G/F, 97A & 99, Tai San Praya Rd, Cheung Chau",ChIJoYK7OnlXATQRjjzK_-9nzjM,3.3,55,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2070702,114.0287842
Fusion,"Shop G25, 1 Discovery Bay Rd, Discovery Bay",ChIJwaQqvbv9AzQR9SVM9Ko5B3M,3.9,257,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2952139,114.0166301
Wellcome - Peng Chau,"12號 Po Peng St, Peng Chau",ChIJTdfeVt39AzQRhOCwQtPO9_Y,3.8,91,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2853193,114.0374633
惠康超市,Cheung Chau,ChIJVxfIaJJWATQRvVgHtXZS-m4,4.0,2,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2070974,114.0288227
Wellcome,"Block ABC, G/F, Block 6, AB 1/F, 89-91 San Hing St",ChIJDcC7j41WATQR1nEKWsU2REs,4.0,21,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2087745,114.0286559
PARKnSHOP Click & Collect (屯門海翠花園),"新界屯門湖翠路海趣坊1,2及34號舖(部份) Store 1, 2 & Portions Of Shop 34, Ocean Walk, Wu Chui Rd, Tuen Mun",ChIJOxPNkVr7AzQRBbaeICGWHYE,3.6,227,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3724001,113.9671682
PARKnSHOP,"Level 3, Sun Tuen Mun Centre Block 2, 新界屯門龍門路55-65號新屯門中心3樓157-165號鋪 Shop 157-165, 55-65 Lung Mun Rd, Tuen Mun",ChIJXyt4ukj7AzQR0TeIxbkKc74,3.6,37,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3809652,113.9645969
PARKnSHOP (屯門華都花園),"3/F, Waldorf Avenue, 新界屯門屯利街1號華都花園3層2G號舖 Shop No. 2G, 1 Tuen Lee St, Tuen Mun",ChIJtRYNx337AzQRBP5GSk5LBS8,3.3,56,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3919608,113.9779945
Ka Hing Supermarket,"Tuen Mun, Lung Mun Rd, 45號G/F, Block 5, Glorious Garden Glorious Garden Block 5",ChIJj182xEf7AzQReBNjCZiEwuo,4.0,426,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3836969,113.9664627
PARKnSHOP Click & Collect (屯門富泰商場),"屯門富泰商場2樓220-226號舖 Shop 220-226, 2/F, Fu Tai Shopping Centre",ChIJqXW5h-b6AzQRCY9KMPJbUXs,3.6,133,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4137888,113.9831345
Wellcome Superstore,"2A Tuen Mun Heung Sze Wui Rd, Tuen Mun",ChIJOXidrD_7AzQR7jiPbaLpbPM,3.7,185,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3883139,113.9755241
千歲食品超級市場,"Tuen Mun, Wu Chui Rd, 2 號美樂花園87號鋪",ChIJgzPPxP_7AzQRhos2LpBA_KI,5.0,1,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3749898,113.9609585
Wellcome,"Shop 401, Leung King Shopping Centre, Leung King Estate, 31 Tin King Rd, Tuen Mun",ChIJZe2HQSj7AzQRUI8sJqgrqaw,3.8,53,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4064989,113.9639637
PARKnSHOP Click & Collect (屯門仁愛堂),"新界屯門仁愛堂賽馬會社區及體育中心地下 G/F, Yan Oi Tong Jockey Club Community & Sports Centre",ChIJj45koGP7AzQRuw1GyVy0nnM,3.5,19,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3967396,113.976024
PARKnSHOP Click & Collect (屯門兆康苑),"新界屯門兆康苑兆康商場1樓225號舖 Shop 225, 1/F, Siu Hong Shopping Centre, Siu Hong Court, Siu Hong Rd, Tuen Mun",ChIJ44e3Wef6AzQRRn6nr0m3wpE,3.3,101,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4124507,113.9775314
PARKnSHOP Click & Collect (青衣青怡花園),"新界青衣青綠街7-19號青怡花園青怡薈地下1號 Shop No. 1, G/F, Tsing Yi Square, Tsing Yi Garden, Nos, 7-19 Tsing Luk St, Tsing Yi",ChIJt7q1G-f5AzQRvXCmKjUb3ao,3.5,59,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3535761,114.105269
Tung Tai Supermarket,"428-432 Queen's Rd W, Sai Wan",ChIJL-vTUYH_AzQROYMNUINvHDU,3.8,39,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2864685,114.1387176
PARKnSHOP (青衣翠怡花園),"新界青衣翠怡花園第一期商場地下5號舖 Shop No. 5, G/F, Commercial Centre at Phase I, Greenfield Garden, Tsing Yi",ChIJk6qm_M_4AzQRY38LRPaP_NE,3.7,94,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3515784,114.1083452
PARKnSHOP Click & Collect (Tsing Yi Cheung Wang Estate),"Shop 6, Cheung Wang Shopping Centre, Cheung Wang Estate, Tsing Yi",ChIJlWN5hCf5AzQR7BEXUC3M4Ow,3.2,49,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3566169,114.0956726
Kai Bo Food Supermarket,"Tuen Mun, Tsing Shan Square, 2號地下13, 14, 21C-E, 39 及 40號舖 Shop 13, 14, 21C-E, 39 & 40, G/F, Wah Lok Mansion, No. 2 Tsing Shan Square Tuen Mun Wah Lok Mansion",ChIJ987NRhT7AzQRceYPxX46LV0,4.5,2,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3888104,113.9793166
PARKnSHOP Click & Collect (荔枝角美孚新邨),"Mei Foo Sun Chuen Stage 7 - 9-11 Mount Sterling Mall, 九龍美孚新邨第七期萬事達廣場地下N50 B鋪 Shop N50B, G/F, Mount Sterling Mall, 12 Lai Wan Rd",ChIJO3B6Ul35AzQRS9zCniesT0Y,3.6,126,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3377781,114.1387797
Kai Bo Food Supermarket,"Tuen Mun, Wu Chui Rd, 1號HK 新界 屯門 蝴蝶商埸街市M107舖 M107, G/F, Butterfly EstateMarket",ChIJpT8AxnT7AzQRSVS0ZnRbdvA,0.0,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.374824,113.963456
PARKnSHOP Click & Collect (元朗好順福商場),"Ho Shun Fuk Building, 新界元朗好順福商場地下95-96號鋪 Shop 95-96, G/F, Ho Shun Fuk Shopping Arcade, 60 Sau Fu St, Yuen Long",ChIJJ0OdN6DwAzQRuHCrJ7oVOTY,3.8,82,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4452491,114.0264277
PARKnSHOP Click & Collect (青衣長康邨),"Cheung Hong Estate Hong Shun House, 新界青衣長康邨長康商場第二期308-311及312C舖 Shop 308-311 and 312C, 3/F, Commercial Centre No. 2, 12 Ching Hong Rd, Tsing Yi",ChIJe4eSGdH4AzQR8K6vpUnrU-s,3.3,66,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3497493,114.0986227
PARKnSHOP Click & Collect (中環擺花街),"Lyndhurst Building, 香港中環擺花街23-39號中環大廈地下 Shop 2A, G/F, 2A Gage St, Central",ChIJ_zX3bnsABDQRYSihhQrsJbE,3.5,128,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2826691,114.1536427
PARKnSHOP Click & Collect (屯門寶田邨),"新界屯門寶田邨寶田商場105號舖 Shop 105, Po Tin Shopping Centre, Po Tin Estate",ChIJmaMpXeD7AzQR7tFj_iNbKUc,3.6,50,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4094485,113.96658
Fusion,"Tsuen Wan, Castle Peak Rd - Tsuen Wan, 398號1069. Level 1, D.PARK, 398 Castle Peak Road, Tsuen Wan Discovery Park Shopping Centre, 第一層1033,1034,1069舖 Shop 1033,1034",ChIJ80m3rvH4AzQRXa5ywOj4BnQ,3.6,239,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3755695,114.1123658
Wellcome,"204, 333 Castle Peak Road-Castle Peak Bay, Tuen Mun",ChIJ1VoTpGr7AzQRdvxkmLwNFfE,3.5,71,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3825732,113.9779175
Wellcome - Superstore,"8 Belcher's St, Kennedy Town",ChIJtfV0xIT_AzQRKT83L5AOmMU,4.0,547,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2851614,114.1327625
Yuen Hing Supermarket,"Tsuen Wan, Tso Kung Square, 31號號地下",ChIJb3UTKe74AzQRYaDFvx0rdh0,3.9,13,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3731358,114.111245
Kai Bo Food Supermarket,Tuen Mun,ChIJ1Rp3SD77AzQRlQTN1CQfqRc,0.0,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.387574,113.97582
PARKnSHOP Click & Collect (青衣長發廣場),"6 Tam Kon Shan Rd, Tsing Yi",ChIJT_kD3N34AzQRnYcrahChxRQ,3.5,114,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3622971,114.102757
Wellcome,"84-90號 Queen's Road Central, Central",ChIJ5b0oWHsABDQRJUwc57avQ94,3.8,362,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2832453,114.1551054
Wellcome,"Shop No. 203, 2/F, Long Ping Shopping Centre, Long Ping Estate, Yuen Long",ChIJfX1PwZjwAzQRJGmNbM7FKuQ,3.6,90,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4505004,114.0229568
PARKnSHOP Click & Collect (荔枝角盈暉臺),"荔枝角景茘徑8號盈暉臺盈暉家居城2樓 2/F, The Household Centre, Nob Hill, 8 King Lai Path, Kau Wah Keng, Lai Chi Kok",ChIJqWq9A6z4AzQRgnkyLtGb_5o,3.9,23,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3416582,114.1369435
Wellcome,"G/F, Shopping Centre, Chi Lok Fa Yuen",ChIJOxSuthX7AzQRK_50rf1dvsE,3.7,70,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3873524,113.9800458
Wellcome,"Loon Kee Building, Ground floor, Des Voeux Rd Central",ChIJWTSes30ABDQRJUzHqXG59K4,3.7,111,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2867674,114.1518339
Wellcome,"Shop No. 6B & No. 6C1, G/F, Ka Wo Bldg, Nos, 14-22 Ka Wo St",ChIJt_IRRAEABDQRdjnnirMxhBc,3.5,20,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2500469,114.1485326
PARKnSHOP Click & Collect (荃灣滿樂大廈),"Moon Lok Dai Ha, 新界荃灣沙咀道滿樂大廈福至樓地下155至165號舖 Shop 155-165, G/F, Fook Chi Lau, Sha Tsui Rd, Tsuen Wan",ChIJbZN0R-74AzQRm76F8qX7Ggg,3.5,139,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3723339,114.1122338
PARKnSHOP Click & Collect (尖沙咀希爾頓中心),"G/F, Hilton Towers, 九龍尖沙咀加連威老道96號, 96 Granville Rd, Tsim Sha Tsui",ChIJ3S_7YQsBBDQR7KdZcHl2C-I,3.8,179,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.2994906,114.1770779
PARKnSHOP Click & Collect (尖沙咀文遜大廈),"Manson House, 九龍尖沙咀彌敦道74-78號文遜大廈地下部份及地庫 Basement & G/F, 74-78 Nathan Rd, Tsim Sha Tsui",ChIJoYdE7O0ABDQR_Pi019TbLBw,3.9,137,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.2982961,114.1724068
Wellcome,"319 Nathan Rd, Jordan",ChIJG3W4guwABDQRsYiKQEyeUvU,3.6,275,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3064357,114.1713617
Rui Xin Hui Kang Supermarket,"132 Austin Rd, Tsim Sha Tsui",ChIJ19AGUekABDQR0F4DDw6rTGo,0.0,0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.303256,114.1737638
PARKnSHOP,"The Metropolis Metropolis Tower, 10號 Metropolis Dr, Hung Hom Bay",ChIJA5TAnOYABDQRz563zPrLlBo,3.4,10,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3036551,114.183351
Wellcome,"53-54 Kimberley Rd, Tsim Sha Tsui",ChIJuZcKl-4ABDQRkuWUpsWyHWk,3.9,386,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3009517,114.174518
Wellcome,"Shop 1-11, Block 5, G/F Prosperous Garden, 3 Public Square St",ChIJOUA6EcAABDQREAlUjAgIfDk,3.9,100,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3100436,114.1687768
Wellcome,"Tsim Sha Tsui, Chatham Rd S, 17至19號帝后廣場地庫",ChIJQ8DuJe4ABDQRkoLDKO5rKw0,3.9,258,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.2970491,114.1753155
PARKnSHOP Click & Collect (天后百利大廈),"香港天后英皇道6-8 號百利大廈地下 G/F, Pak Lee Mansion 6-8 King's Road, Tin Hau, Causeway Bay",ChIJLcWfpaoBBDQRRVE4LzpEZNk,3.7,125,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.2825531,114.1924937
PARKnSHOP Click & Collect (藍田匯景廣場),"Level 4, Sceneway Plaza, 九龍藍田匯景廣場4樓401號舖 Shop 401, 8 Sceneway Rd, Lam Tin",ChIJ84B3KloBBDQRvFkHn8ql5PA,3.4,169,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3069951,114.2335701
PARKnSHOP Click & Collect (尖沙咀北京道),"Universal Commercial Building, 九龍尖沙咀北京道65-69號環球商業大廈地庫 B/F, 65-69 Peking Rd, Tsim Sha Tsui",ChIJH-RSaPIABDQR0BNvM-EyVn8,3.5,38,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.2962342,114.1715815
Wellcome,"Far East Consortium Building, 204-206 Nathan Rd, Tsim Sha Tsui",ChIJK8CLjesABDQRb5SeNhHVk1k,3.9,118,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3037107,114.1719475
PARKnSHOP Click & Collect (油麻地恒成大廈),"365, 367, 369, 九龍油麻地彌敦道363,365,367,369,371&373號恒成大廈地庫高層B部分 Portion B on Upper Basement Floor, Hang Shing Building 363, 371 & 373 Nathan Rd, Yau Ma Tei",ChIJMf8IkhEBBDQRLfW9giawO8w,3.9,94,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3079274,114.1711017
PARKnSHOP Click & Collect (南區香港仔中心),"Site 1, Aberdeen Centre, 香港仔南寧街 13-23 號香港仔中心地下 Shop 1&9, G/F, Commercial Podium of, 19-23 Nam Ning St, Aberdeen",ChIJWVui5NEBBDQRaIyWKthOK6M,3.8,903,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.2494795,114.1541124
